movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_horas
MOV-01111,B-032,PIL-SANTA,R-08,MUELLE-C,MINERALES,HAMBURG,2023-09-27,21:21,2023-09-29,23:40,2561.03,18.2,15,PENDIENTE,50.31666666666667
MOV-01112,B-037,COSCO-STAR,R-07,MUELLE-E,TRIGO,SAO PAULO,1900-01-01,07:48,2020-06-08,02:59,5022.99,12.8,15,EN_REVISION,
MOV-01113,B-031,ONE-PLATA,R-02,MUELLE-A,MAIZ,MONTEVIDEO,2021-08-17,23:23,2021-08-18,16:38,3508.01,9.6,10,RECHAZADO,17.25
MOV-01116,B-038,CMA-ROSARIO,R-02,MUELLE-A,SOJA,BUENOS AIRES,2020-08-20,06:09,2020-08-21,13:24,2833.89,7.4,15,RECHAZADO,31.25
MOV-01117,B-011,COSCO-TIGRE,R-03,MUELLE-C,ACEITE,SHANGHAI,2020-09-09,07:21,2020-09-10,00:00,4381.74,12.9,10,EN_REVISION,16.65
MOV-01118,B-017,HAPAG-SUR,R-01,MUELLE-F,GRANOS,ROTTERDAM,2022-12-12,02:03,2022-12-14,09:08,5259.92,9.8,15,DESPACHADO,55.083333333333336
MOV-01119,B-028,PIL-SANTA,R-02,MUELLE-E,ACEITE,VALPARAISO,2022-03-13,11:46,2022-03-13,19:31,5643.15,16.2,12,DESPACHADO,7.75
MOV-01121,B-007,CMA-LITORAL,R-05,MUELLE-A,MAIZ,SANTA FE,2022-11-17,16:25,2022-11-19,05:23,4617.38,8.9,15,EN_REVISION,36.96666666666667
MOV-01122,B-021,ONE-PARANA,R-03,MUELLE-F,SOJA,SANTA FE,2024-12-12,04:13,2024-12-12,12:49,5348.84,12.6,12,DESPACHADO,8.6
MOV-01123,B-016,HAPAG-RIO,R-01,MUELLE-B,ACEITE,SAO PAULO,1900-01-01,01:52,2024-06-28,01:46,5806.3,15.1,12,EN_REVISION,
MOV-01124,B-032,HAPAG-SUR,R-03,MUELLE-A,GRANOS,HAMBURG,2020-04-16,00:15,2020-04-17,07:14,5433.31,14.2,15,EN_REVISION,30.983333333333334
MOV-01125,B-028,ZIM-NORTE,R-04,MUELLE-E,MAIZ,HAMBURG,2023-12-31,07:37,2024-01-02,00:00,5045.87,4.6,15,RECHAZADO,40.38333333333333
MOV-01126,B-003,PIL-SANTA,,MUELLE-F,TRIGO,SHANGHAI,2023-06-11,19:23,2023-06-13,22:45,5126.73,9.8,15,,51.36666666666667
MOV-01127,B-036,ZIM-NORTE,R-05,MUELLE-E,HARINA,ROTTERDAM,2022-05-02,22:26,2022-05-03,09:37,5266.41,8.8,15,PENDIENTE,11.183333333333334
MOV-01129,B-010,CMA-ROSARIO,R-04,MUELLE-C,MAIZ,ROTTERDAM,2024-11-13,01:45,2024-11-14,17:58,6167.0,7.6,12,RECHAZADO,40.21666666666667
MOV-01130,B-021,CMA-ROSARIO,R-02,MUELLE-A,MAIZ,HAMBURG,2024-12-30,00:00,2024-12-30,05:38,6192.08,11.0,12,,5.633333333333334
MOV-01131,B-035,MAERSK-LIMA,R-01,MUELLE-B,CONTENEDORES,VALPARAISO,2020-09-21,02:32,2020-09-22,02:21,4609.09,7.6,10,EN_REVISION,23.816666666666666
MOV-01132,B-031,MSC-GENOVA,R-04,MUELLE-F,MAIZ,SANTA FE,2021-06-07,06:46,2021-06-08,00:00,5395.42,14.4,12,EN_REVISION,17.233333333333334
MOV-01134,B-030,COSCO-STAR,R-03,MUELLE-B,SOJA,SAO PAULO,2021-07-22,16:30,2021-07-24,00:00,3661.78,7.8,10,RECHAZADO,31.5
MOV-01135,B-038,COSCO-TIGRE,R-05,MUELLE-F,GRANOS,SAO PAULO,2022-11-10,10:39,2022-11-11,04:46,4203.33,14.8,12,DESPACHADO,18.116666666666667
MOV-01136,B-015,ONE-PLATA,R-06,MUELLE-D,MINERALES,SANTA FE,2020-06-01,11:12,2020-06-04,17:25,6946.24,11.3,15,PENDIENTE,78.21666666666667
MOV-01137,B-030,ONE-PLATA,R-03,MUELLE-F,MAIZ,BUENOS AIRES,2023-10-22,21:00,2023-10-24,00:00,4919.13,8.7,10,,27.0
MOV-01140,B-013,EVER-GLORY,R-02,MUELLE-E,CONTENEDORES,VALPARAISO,2022-01-01,22:24,2022-01-04,00:00,5329.75,12.9,12,,49.6
MOV-01141,B-022,ONE-PARANA,R-07,MUELLE-B,ACEITE,BUENOS AIRES,2021-06-12,00:00,2021-06-12,01:09,5128.97,13.1,12,PENDIENTE,1.15
MOV-01142,B-028,CMA-LITORAL,R-04,MUELLE-F,ACEITE,SAO PAULO,2020-09-02,03:53,2020-09-04,00:00,4494.89,9.7,12,EN_REVISION,44.11666666666667
MOV-01144,B-033,COSCO-STAR,R-08,MUELLE-B,ACEITE,VALPARAISO,2023-12-12,22:30,2023-12-15,00:00,5961.88,10.5,12,EN_REVISION,49.5
MOV-01146,B-015,CMA-ROSARIO,R-05,MUELLE-D,GRANOS,HAMBURG,2024-06-14,03:45,2024-06-16,21:46,4481.85,13.0,15,PENDIENTE,66.01666666666667
MOV-01147,B-036,PIL-OESTE,R-06,MUELLE-B,TRIGO,ROTTERDAM,2023-03-13,13:46,2023-03-15,00:00,5319.68,8.6,12,DESPACHADO,34.233333333333334
MOV-01148,B-029,MAERSK-LIMA,R-04,MUELLE-B,MAIZ,VALPARAISO,2022-03-18,21:58,2022-03-19,00:00,5857.98,15.4,10,DESPACHADO,2.033333333333333
MOV-01149,B-023,MSC-GENOVA,R-03,MUELLE-F,MAIZ,MONTEVIDEO,2023-07-27,10:37,2023-07-29,05:45,3279.93,12.6,15,DESPACHADO,43.13333333333333
MOV-01150,B-013,CMA-ROSARIO,R-08,MUELLE-E,TRIGO,ROTTERDAM,2020-03-25,00:08,2020-03-27,08:53,7654.71,15.6,10,PENDIENTE,56.75
MOV-01151,B-024,EVERGREEN-02,R-08,MUELLE-B,SOJA,SANTA FE,2021-02-02,02:35,2021-02-04,05:00,5641.71,15.5,15,EN_REVISION,50.416666666666664
MOV-01152,B-022,EVER-GLORY,R-03,MUELLE-F,MINERALES,SHANGHAI,2020-02-07,00:38,2020-02-07,00:00,3779.2,11.5,15,DESPACHADO,
MOV-01154,B-035,MAERSK-PAMPAS,R-08,MUELLE-F,ACEITE,HAMBURG,2023-04-18,10:36,2023-04-19,00:00,4191.98,15.2,10,EN_REVISION,13.4
MOV-01155,B-015,ZIM-NORTE,R-05,MUELLE-F,ACEITE,SANTA FE,2024-11-30,12:16,2024-12-01,00:00,5562.04,11.1,12,EN_REVISION,11.733333333333333
MOV-01156,B-024,ZIM-NORTE,R-06,MUELLE-D,HARINA,BUENOS AIRES,2022-07-26,20:09,2022-07-29,00:00,6627.78,13.5,12,DESPACHADO,51.85
MOV-01157,B-034,CMA-ROSARIO,R-05,MUELLE-B,MINERALES,SANTA FE,2023-07-10,18:12,2023-07-12,00:00,4070.5,12.9,12,EN_REVISION,29.8
MOV-01159,B-035,ONE-PARANA,R-07,MUELLE-F,GRANOS,SAO PAULO,2024-08-08,07:52,2024-08-10,17:52,5779.39,18.3,10,,58.0
MOV-01160,B-018,COSCO-TIGRE,R-02,MUELLE-C,TRIGO,SAO PAULO,2024-02-10,18:05,2024-02-13,14:34,5380.3,12.2,12,RECHAZADO,68.48333333333333
MOV-01161,B-001,MSC-ALPHA,R-05,MUELLE-C,CONTENEDORES,ROTTERDAM,2024-01-23,15:19,2024-01-24,00:58,4016.72,11.6,15,DESPACHADO,9.65
MOV-01162,B-038,ONE-PLATA,,MUELLE-A,ACEITE,SANTA FE,2024-10-29,04:42,2024-10-29,16:28,2836.28,13.4,10,DESPACHADO,11.766666666666667
MOV-01163,B-015,PIL-OESTE,R-02,MUELLE-A,CONTENEDORES,VALPARAISO,2022-07-10,12:59,2022-07-12,00:00,3870.54,13.1,15,EN_REVISION,35.016666666666666
MOV-01164,B-024,EVER-GLORY,,MUELLE-E,MINERALES,MONTEVIDEO,2024-02-25,08:09,2024-02-26,00:00,6347.81,11.9,12,RECHAZADO,15.85
MOV-01165,B-020,MAERSK-PAMPAS,R-07,MUELLE-B,GRANOS,SAO PAULO,2020-04-23,06:05,2020-04-24,00:00,5159.21,10.8,10,PENDIENTE,17.916666666666668
MOV-01166,B-010,PIL-OESTE,R-07,MUELLE-A,ACEITE,BUENOS AIRES,2021-12-10,14:45,2021-12-13,18:05,5577.54,15.8,12,EN_REVISION,75.33333333333333
MOV-01167,B-035,PIL-OESTE,R-06,MUELLE-F,CONTENEDORES,VALPARAISO,2021-10-31,21:24,2021-11-01,00:00,3555.13,12.8,10,DESPACHADO,2.6
MOV-01168,B-019,CMA-ROSARIO,,MUELLE-E,ACEITE,BUENOS AIRES,2022-09-12,18:46,2022-09-13,06:44,6297.3,11.3,12,RECHAZADO,11.966666666666667
MOV-01169,B-011,MAERSK-LIMA,R-03,MUELLE-A,ACEITE,BUENOS AIRES,2024-06-19,12:10,2024-06-21,00:20,3287.42,7.2,15,DESPACHADO,36.166666666666664
MOV-01170,B-035,COSCO-STAR,R-05,MUELLE-A,TRIGO,SANTA FE,2024-03-29,16:53,2024-03-31,09:22,3873.0,18.6,15,RECHAZADO,40.483333333333334
MOV-01171,B-037,YANG-ESTE,R-08,MUELLE-A,MAIZ,VALPARAISO,2020-06-25,00:58,2020-06-25,00:00,7750.98,12.2,10,EN_REVISION,
MOV-01172,B-031,ZIM-DELTA,R-06,MUELLE-C,HARINA,BUENOS AIRES,2022-04-12,13:06,2022-04-14,22:35,4467.8,12.3,12,EN_REVISION,57.483333333333334
MOV-01173,B-037,EVER-GLORY,R-07,MUELLE-B,MINERALES,SHANGHAI,2021-01-21,06:45,2021-01-21,20:43,6705.74,8.5,12,PENDIENTE,13.966666666666667
MOV-01175,B-029,COSCO-TIGRE,R-04,MUELLE-C,MAIZ,HAMBURG,2023-01-21,10:42,2023-01-24,08:58,5818.6,9.1,12,DESPACHADO,70.26666666666667
MOV-01176,B-022,YANG-MING,R-07,MUELLE-C,CONTENEDORES,BUENOS AIRES,2023-09-01,00:15,2023-09-02,00:00,5888.26,15.8,12,RECHAZADO,23.75
MOV-01177,B-030,MSC-ALPHA,R-08,MUELLE-B,ACEITE,BUENOS AIRES,2022-03-21,18:43,2022-03-23,00:00,6508.01,15.0,12,EN_REVISION,29.283333333333335
MOV-01179,B-010,MAERSK-LIMA,R-01,MUELLE-E,TRIGO,SHANGHAI,2023-05-26,04:10,2023-05-28,14:41,3745.37,19.7,10,PENDIENTE,58.516666666666666
MOV-01180,B-014,YANGMING,R-08,MUELLE-D,MINERALES,SANTA FE,2021-09-28,09:25,2021-09-30,00:00,6227.97,11.0,10,DESPACHADO,38.583333333333336
MOV-01181,B-022,PIL-OESTE,R-03,MUELLE-C,CONTENEDORES,MONTEVIDEO,2024-03-17,04:13,2024-03-18,00:00,5309.87,9.2,15,RECHAZADO,19.783333333333335
MOV-01182,B-017,PIL-SANTA,R-07,MUELLE-D,CONTENEDORES,BUENOS AIRES,2023-05-12,23:47,2023-05-15,00:00,3290.84,17.6,12,DESPACHADO,48.21666666666667
MOV-01183,B-002,ZIM-DELTA,R-06,MUELLE-A,CONTENEDORES,SHANGHAI,2021-07-13,00:00,2021-07-14,00:00,5267.81,9.9,12,RECHAZADO,24.0
MOV-01185,B-012,ZIMDELTA,R-02,MUELLE-E,CONTENEDORES,HAMBURG,2021-12-13,19:01,2021-12-15,00:00,5571.91,12.3,15,PENDIENTE,28.983333333333334
MOV-01187,B-034,MSC-GENOVA,R-04,MUELLE-C,SOJA,MONTEVIDEO,2020-01-26,00:23,2020-01-27,22:46,5580.29,14.6,15,PENDIENTE,46.38333333333333
MOV-01191,B-007,COSCO-STAR,R-03,MUELLE-A,TRIGO,VALPARAISO,2022-12-29,00:04,2022-12-29,01:03,4290.01,12.9,12,DESPACHADO,0.9833333333333333
MOV-01192,B-028,ONE-PLATA,R-07,MUELLE-B,SOJA,MONTEVIDEO,2023-05-22,00:19,2023-05-23,06:42,5626.15,9.1,15,EN_REVISION,30.383333333333333
MOV-01193,B-038,MSC-ALPHA,R-03,MUELLE-C,CONTENEDORES,SANTA FE,2022-07-10,13:19,2022-07-12,15:57,3452.63,12.4,10,DESPACHADO,50.63333333333333
MOV-01195,B-013,YANG-ESTE,R-05,MUELLE-D,HARINA,VALPARAISO,2023-02-15,07:20,2023-02-17,04:16,5872.27,14.5,15,EN_REVISION,44.93333333333333
MOV-01197,B-008,YANG-MING,R-04,MUELLE-C,HARINA,MONTEVIDEO,2024-12-26,18:16,2024-12-28,05:53,6190.05,13.6,12,DESPACHADO,35.61666666666667
MOV-01199,B-018,HAPAG-SUR,R-03,MUELLE-F,TRIGO,SANTA FE,1900-01-01,08:20,2020-12-18,21:23,7120.08,10.6,15,EN_REVISION,
MOV-01200,B-027,MSC-GENOVA,R-07,MUELLE-D,CONTENEDORES,BUENOS AIRES,2022-04-26,07:47,2022-04-28,00:00,3274.43,16.2,15,DESPACHADO,40.21666666666667
MOV-01201,B-011,MSC-ALPHA,R-01,MUELLE-B,TRIGO,BUENOS AIRES,2021-01-18,15:10,2021-01-21,04:03,7531.65,13.8,10,RECHAZADO,60.88333333333333
MOV-01202,B-029,ONE-PLATA,R-05,MUELLE-B,GRANOS,SANTA FE,2020-10-06,08:25,2020-10-06,05:27,4783.15,14.4,12,DESPACHADO,
MOV-01203,B-031,MAERSK-PAMPAS,R-04,MUELLE-D,MAIZ,SAO PAULO,2022-08-18,21:52,1900-01-01,00:00,4244.02,15.0,15,DESPACHADO,
MOV-01204,B-028,MSC-GENOVA,R-03,MUELLE-E,ACEITE,ROTTERDAM,2022-05-08,06:22,2022-05-10,17:48,4813.3,12.2,15,RECHAZADO,59.43333333333333
MOV-01205,B-009,PIL-SANTA,R-06,MUELLE-E,HARINA,SANTA FE,2021-10-20,12:23,2021-10-21,00:00,6629.32,11.6,10,EN_REVISION,11.616666666666667
MOV-01206,B-036,EVERGREEN-02,R-03,MUELLE-C,SOJA,MONTEVIDEO,2023-02-02,09:26,2023-02-04,00:00,7652.99,9.5,15,PENDIENTE,38.56666666666667
MOV-01207,B-040,COSCO-TIGRE,R-08,MUELLE-C,GRANOS,MONTEVIDEO,2021-07-05,01:28,2021-07-05,18:43,5754.73,8.0,12,DESPACHADO,17.25
MOV-01208,B-025,ZIM-DELTA,R-06,MUELLE-B,HARINA,ROTTERDAM,2020-12-09,00:17,2020-12-09,12:59,4266.47,16.4,15,DESPACHADO,12.7
MOV-01209,B-033,EVER-GLORY,R-05,MUELLE-A,SOJA,HAMBURG,2021-05-17,06:53,2021-05-18,00:00,5728.37,6.9,10,DESPACHADO,17.116666666666667
MOV-01210,B-005,EVER-GLORY,R-04,MUELLE-D,MINERALES,ROTTERDAM,2021-05-06,13:21,2021-05-09,00:00,6948.5,10.1,12,RECHAZADO,58.65
MOV-01212,B-008,YANG-MING,R-05,MUELLE-E,MINERALES,ROTTERDAM,2021-08-08,17:15,2021-08-10,00:00,7199.03,16.4,12,PENDIENTE,30.75
MOV-01213,B-040,ONE-PARANA,R-08,MUELLE-D,SOJA,MONTEVIDEO,2024-04-18,17:38,2024-04-19,00:00,3573.08,10.9,15,EN_REVISION,6.366666666666666
MOV-01216,B-025,PIL-SANTA,R-06,MUELLE-D,ACEITE,MONTEVIDEO,2022-10-26,22:58,2022-10-28,00:00,4023.03,15.6,15,RECHAZADO,25.033333333333335
MOV-01217,B-027,MAERSK-PAMPAS,R-02,MUELLE-D,CONTENEDORES,VALPARAISO,2021-05-04,12:16,2021-05-06,08:33,3851.56,10.7,15,DESPACHADO,44.28333333333333
MOV-01218,B-005,PIL-OESTE,R-03,MUELLE-A,MAIZ,ROTTERDAM,2024-09-15,22:56,2024-09-18,00:00,6431.74,6.8,15,RECHAZADO,49.06666666666667
MOV-01221,B-034,HAPAG-RIO,R-08,MUELLE-C,CONTENEDORES,SAO PAULO,2024-09-14,13:05,2024-09-15,00:00,6342.69,15.5,12,EN_REVISION,10.916666666666666
MOV-01222,B-005,MAERSK-LIMA,R-02,MUELLE-F,MAIZ,BUENOS AIRES,2023-07-29,12:27,2023-07-31,06:18,3376.9,12.4,10,RECHAZADO,41.85
MOV-01223,B-039,PIL-SANTA,R-01,MUELLE-B,MINERALES,SHANGHAI,2024-02-29,03:42,2024-03-01,06:56,3969.48,15.8,15,PENDIENTE,27.233333333333334
MOV-01224,B-005,CMA-ROSARIO,R-07,MUELLE-C,MAIZ,VALPARAISO,2021-12-29,05:51,1900-01-01,00:00,5460.22,8.1,15,EN_REVISION,
MOV-01225,B-011,CMA-ROSARIO,R-07,MUELLE-A,ACEITE,VALPARAISO,2021-09-16,17:54,2021-09-18,06:38,7311.81,7.2,15,,36.733333333333334
MOV-01226,B-003,PIL-OESTE,,MUELLE-F,ACEITE,SHANGHAI,2021-03-02,00:00,2021-03-04,17:41,4952.93,8.4,10,RECHAZADO,65.68333333333334
MOV-01227,B-029,CMA-ROSARIO,R-01,MUELLE-F,MAIZ,SANTA FE,2023-01-29,03:04,2023-01-30,22:31,6694.52,9.9,15,PENDIENTE,43.45
MOV-01228,B-030,MAERSK-LIMA,R-01,MUELLE-C,CONTENEDORES,SHANGHAI,2023-04-21,13:31,2023-04-24,00:00,5784.03,6.6,10,RECHAZADO,58.483333333333334
MOV-01230,B-038,EVER-GLORY,R-01,MUELLE-D,TRIGO,SHANGHAI,2021-04-19,20:19,2021-04-22,00:00,2907.23,16.2,15,,51.68333333333333
MOV-01233,B-037,ONE-PARANA,R-08,MUELLE-F,GRANOS,MONTEVIDEO,2024-12-02,00:30,2024-12-02,00:00,5011.86,9.8,10,RECHAZADO,
MOV-01234,B-036,ZIMNORTE,R-03,MUELLE-A,TRIGO,SANTA FE,2021-10-16,14:17,2021-10-16,00:00,1648.22,10.4,12,PENDIENTE,
MOV-01235,B-022,CMA-LITORAL,R-02,MUELLE-B,CONTENEDORES,VALPARAISO,2020-07-13,22:47,2020-07-15,00:00,4081.36,12.3,12,RECHAZADO,25.216666666666665
MOV-01237,B-004,HAPAG-RIO,R-08,MUELLE-C,CONTENEDORES,SANTA FE,2021-12-05,12:12,2021-12-06,05:54,5892.0,10.8,15,PENDIENTE,17.7
MOV-01238,B-013,ZIM-NORTE,R-01,MUELLE-F,TRIGO,MONTEVIDEO,2022-08-08,02:24,2022-08-08,00:00,6965.98,11.9,10,EN_REVISION,
MOV-01240,B-033,EVERGREEN-02,R-05,MUELLE-C,ACEITE,VALPARAISO,2023-01-08,00:00,2023-01-10,00:00,5914.75,8.6,12,DESPACHADO,48.0
MOV-01242,B-034,YANG-ESTE,R-05,MUELLE-D,MINERALES,SAO PAULO,2020-02-03,17:18,2020-02-05,00:00,5304.84,14.9,10,RECHAZADO,30.7
MOV-01243,B-028,ZIM-DELTA,R-05,MUELLE-F,TRIGO,SANTA FE,2020-07-19,12:26,2020-07-20,13:29,5398.75,11.6,15,PENDIENTE,25.05
MOV-01244,B-007,MSC-GENOVA,R-05,MUELLE-E,CONTENEDORES,BUENOS AIRES,2024-03-10,00:00,2024-03-10,20:22,2474.46,17.7,12,DESPACHADO,20.366666666666667
MOV-01245,B-005,MSC-GENOVA,,MUELLE-D,MINERALES,VALPARAISO,2024-10-03,04:58,2024-10-03,00:00,7432.37,11.5,10,EN_REVISION,
MOV-01246,B-034,EVERGREEN-02,R-01,MUELLE-B,TRIGO,SANTA FE,2022-06-07,14:06,2022-06-09,16:01,3715.55,8.2,12,EN_REVISION,49.916666666666664
MOV-01247,B-012,HAPAG-RIO,R-01,MUELLE-B,SOJA,SHANGHAI,2021-12-26,04:07,2021-12-28,00:24,6524.13,13.2,15,PENDIENTE,44.28333333333333
MOV-01248,B-016,EVER-GLORY,R-04,MUELLE-F,MAIZ,SHANGHAI,2023-05-14,12:52,2023-05-15,00:00,4962.79,10.2,12,DESPACHADO,11.133333333333333
MOV-01249,B-023,ONE-PLATA,R-01,MUELLE-B,TRIGO,SANTA FE,2023-02-13,00:00,2023-02-15,08:13,3586.96,7.7,12,RECHAZADO,56.21666666666667
MOV-01250,B-007,EVER-GLORY,R-01,MUELLE-D,HARINA,VALPARAISO,2020-08-07,22:04,1900-01-01,23:16,3192.67,12.8,15,EN_REVISION,
MOV-01251,B-025,COSCO-TIGRE,R-07,MUELLE-A,MINERALES,MONTEVIDEO,2024-10-09,15:16,2024-10-10,23:20,3475.79,15.0,12,PENDIENTE,32.06666666666667
MOV-01252,B-002,CMA-ROSARIO,R-07,MUELLE-E,ACEITE,HAMBURG,2022-05-07,17:18,2022-05-08,09:04,3714.01,15.3,12,RECHAZADO,15.766666666666667
MOV-01253,B-015,MSC-GENOVA,R-04,MUELLE-E,ACEITE,SAO PAULO,2020-03-26,16:41,2020-03-29,00:00,6222.65,15.5,12,EN_REVISION,55.31666666666667
MOV-01254,B-029,CMA-LITORAL,R-01,MUELLE-C,GRANOS,ROTTERDAM,2024-08-12,12:55,2024-08-14,23:40,3405.63,11.1,12,RECHAZADO,58.75
MOV-01255,B-002,YANG-MING,R-02,MUELLE-F,MINERALES,SHANGHAI,2020-03-05,15:54,2020-03-06,05:53,4314.82,10.3,10,RECHAZADO,13.983333333333333
MOV-01256,B-017,ZIM-NORTE,R-06,MUELLE-D,CONTENEDORES,HAMBURG,2023-11-22,05:35,2023-11-22,00:00,6102.63,10.9,12,DESPACHADO,
MOV-01258,B-018,EVER-GLORY,R-08,MUELLE-C,CONTENEDORES,SANTA FE,2020-04-14,23:27,2020-04-16,00:00,5173.12,17.9,10,PENDIENTE,24.55
MOV-01259,B-032,PIL-OESTE,R-03,MUELLE-C,SOJA,HAMBURG,2021-07-18,14:46,2021-07-20,00:00,5469.75,9.2,12,PENDIENTE,33.233333333333334
MOV-01260,B-028,HAPAG-SUR,R-08,MUELLE-A,ACEITE,SAO PAULO,2021-08-15,07:44,2021-08-15,16:38,6703.99,12.1,12,RECHAZADO,8.9
MOV-01261,B-037,CMA-LITORAL,R-02,MUELLE-D,CONTENEDORES,SAO PAULO,2020-12-31,22:29,2021-01-01,00:00,7435.32,12.4,12,EN_REVISION,1.5166666666666666
MOV-01263,B-017,MSC-GENOVA,R-08,MUELLE-B,SOJA,MONTEVIDEO,2022-06-03,12:28,2022-06-05,00:00,5477.84,7.7,15,PENDIENTE,35.53333333333333
MOV-01266,B-024,COSCO-STAR,R-04,MUELLE-D,HARINA,SHANGHAI,2024-07-01,06:17,2024-07-02,23:47,8049.93,15.4,12,PENDIENTE,41.5
MOV-01267,B-022,ZIM-DELTA,R-03,MUELLE-B,MAIZ,VALPARAISO,2020-01-05,03:17,2020-01-08,07:43,6748.66,13.1,10,RECHAZADO,76.43333333333334
MOV-01268,B-008,CMA-ROSARIO,R-07,MUELLE-E,SOJA,HAMBURG,2021-10-24,00:00,2021-10-24,22:25,5202.71,12.0,10,PENDIENTE,22.416666666666668
MOV-01270,B-011,EVER-GLORY,,MUELLE-C,HARINA,SHANGHAI,2020-10-31,00:15,2020-11-01,10:58,5683.06,9.6,15,DESPACHADO,34.71666666666667
MOV-01271,B-004,YANG-MING,R-04,MUELLE-E,CONTENEDORES,VALPARAISO,2022-02-28,00:00,2022-03-02,06:23,4104.72,13.7,15,DESPACHADO,54.38333333333333
MOV-01272,B-024,HAPAG-SUR,R-05,MUELLE-C,CONTENEDORES,BUENOS AIRES,2023-03-26,07:19,2023-03-26,21:52,4101.66,6.5,10,DESPACHADO,14.55
MOV-01274,B-033,MSC-GENOVA,R-02,MUELLE-D,MINERALES,BUENOS AIRES,2024-11-11,00:08,2024-11-13,00:00,3642.69,13.9,12,DESPACHADO,47.86666666666667
MOV-01275,B-028,CMA-LITORAL,R-01,MUELLE-D,CONTENEDORES,HAMBURG,2024-03-18,01:45,2024-03-18,00:00,3300.09,12.8,10,EN_REVISION,
MOV-01276,B-019,CMA-ROSARIO,R-03,MUELLE-C,TRIGO,SAO PAULO,2022-09-03,14:49,2022-09-04,00:00,5418.76,13.2,12,PENDIENTE,9.183333333333334
MOV-01277,B-038,COSCO-TIGRE,R-08,MUELLE-E,HARINA,MONTEVIDEO,2022-08-04,10:57,2022-08-05,00:00,5109.09,6.7,12,DESPACHADO,13.05
MOV-01278,B-027,COSCO-STAR,R-07,MUELLE-F,MINERALES,VALPARAISO,2022-12-11,21:50,2022-12-12,10:35,4968.34,8.7,12,RECHAZADO,12.75
MOV-01279,B-022,CMA-LITORAL,R-03,MUELLE-B,ACEITE,SANTA FE,2022-09-25,18:27,2022-09-26,00:00,4020.98,9.7,12,DESPACHADO,5.55
MOV-01281,B-023,ONE-PLATA,R-08,MUELLE-B,HARINA,MONTEVIDEO,2021-08-23,23:44,2021-08-26,18:20,3214.15,12.5,15,PENDIENTE,66.6
MOV-01282,B-021,ZIM-DELTA,R-07,MUELLE-D,ACEITE,HAMBURG,2024-05-30,00:00,2024-06-01,00:00,4170.24,12.0,15,RECHAZADO,48.0
MOV-01283,B-037,YANG-ESTE,R-01,MUELLE-D,HARINA,ROTTERDAM,2024-04-11,15:53,2024-04-13,19:29,7540.36,6.6,15,RECHAZADO,51.6
MOV-01284,B-037,EVERGREEN-02,R-03,MUELLE-C,ACEITE,HAMBURG,2022-08-29,17:48,2022-08-30,00:29,3947.99,12.2,10,RECHAZADO,6.683333333333334
MOV-01285,B-014,COSCO-TIGRE,R-04,MUELLE-A,CONTENEDORES,MONTEVIDEO,2021-04-01,18:55,2021-04-02,00:00,4067.31,16.0,12,RECHAZADO,5.083333333333333
MOV-01286,B-030,EVER-GLORY,R-05,MUELLE-E,SOJA,BUENOS AIRES,2024-11-24,22:46,2024-11-27,00:00,4934.73,9.2,10,PENDIENTE,49.233333333333334
MOV-01287,B-038,EVER-GLORY,R-08,MUELLE-A,MAIZ,ROTTERDAM,2024-08-10,15:00,2024-08-11,00:00,4143.27,16.2,10,DESPACHADO,9.0
MOV-01288,B-006,CMA-ROSARIO,R-02,MUELLE-E,HARINA,MONTEVIDEO,2024-03-21,02:30,2024-03-23,00:00,6478.92,13.5,12,EN_REVISION,45.5
MOV-01290,B-004,ONE-PLATA,R-01,MUELLE-E,MINERALES,SHANGHAI,2024-03-16,00:00,1900-01-01,00:00,4861.21,6.5,12,RECHAZADO,
MOV-01291,B-028,COSCO-TIGRE,R-04,MUELLE-D,HARINA,ROTTERDAM,2024-07-31,14:28,2024-08-02,11:11,5041.17,14.1,12,EN_REVISION,44.71666666666667
MOV-01292,B-032,ZIM-DELTA,R-05,MUELLE-C,GRANOS,SHANGHAI,2023-07-21,00:16,2023-07-23,21:28,5743.41,13.6,12,PENDIENTE,69.2
MOV-01293,B-039,ZIM-NORTE,R-02,MUELLE-D,HARINA,HAMBURG,2022-06-22,20:33,2022-06-25,09:23,4124.27,13.8,15,PENDIENTE,60.833333333333336
MOV-01294,B-028,ZIM-DELTA,R-06,MUELLE-B,ACEITE,HAMBURG,2022-06-17,20:10,2022-06-18,14:50,3634.65,12.5,10,EN_REVISION,18.666666666666668
MOV-01295,B-009,HAPAG-RIO,R-01,MUELLE-F,GRANOS,SANTA FE,2024-02-23,03:28,2024-02-24,00:00,4107.84,10.6,12,EN_REVISION,20.533333333333335
MOV-01296,B-004,MAERSK-PAMPAS,R-06,MUELLE-B,TRIGO,SHANGHAI,2021-10-04,18:42,2021-10-05,00:00,5822.53,10.0,12,PENDIENTE,5.3
MOV-01298,B-040,MSC-GENOVA,R-02,MUELLE-A,MINERALES,SAO PAULO,2020-10-29,14:33,2020-10-30,17:11,4749.33,10.4,12,PENDIENTE,26.633333333333333
